restaurant_id,restaurant_name,url,address,locality,city,city_id,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,average_cost_for_two,aggregate_rating,rating_text,votes,has_online_delivery,is_table_reservation_supported,establishment_types
9100081,Chillout Break Cafe,https://www.zomato.com/dublin/chillout-break-cafe-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11 Moore Street, Dublin Dublin 1",North City,Dublin,91,53.3502083333,-6.2623861111,Dublin 1,97,"North City, Dublin","Polish, Cafe",25,0,Not rated,1,0,0,[]
16522498,Lituanica,https://www.zomato.com/dublin/lituanica-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Moore Street Mall, 58-66 Moore Street, Dublin Dublin 1","Moore Street Mall, City Centre North",Dublin,91,53.3512583333,-6.2631555556,Dublin 1,97,"Moore Street Mall, City Centre North, Dublin",Polish,25,0,Not rated,0,0,0,[]
9100611,The Really Old Sweet Shop,https://www.zomato.com/dublin/the-really-old-sweet-shop-malahide?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kilronan House, Church Road, Malahide, Dublin Co. Dublin",Malahide,Dublin,91,53.4502670015,-6.1533546075,,97,"Malahide, Dublin","Ice Cream, Desserts",10,0,Not rated,2,0,0,[]
18229148,Jinny Joe's Dublin,https://www.zomato.com/dublin/jinny-joes-dublin-crumlin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2 Herberton Road, Crumlin, Dublin 12",Crumlin,Dublin,91,53.3306200000,-6.2978960000,12,97,"Crumlin, Dublin","Crepes, Ice Cream",10,0,Not rated,1,0,0,[]
16518657,Eileen's Cafe,https://www.zomato.com/dublin/eileens-cafe-howth?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Unit 1 Island View, Howth, Co. Dublin",Howth,Dublin,91,53.3877916667,-6.0672166667,,97,"Howth, Dublin","Ice Cream, Crepes, Cafe",20,0,Not rated,1,0,0,[]
16517410,Teddy's Promenade Café,https://www.zomato.com/dublin/teddys-promenade-café-dun-laoghaire?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-2 Windsor Terrace, Dun Laoghaire, Co. Dublin",Dun Laoghaire,Dublin,91,53.2904960000,-6.1276260000,,97,"Dun Laoghaire, Dublin","Cafe, Ice Cream, Desserts",40,0,Not rated,1,0,0,[]
16518189,Rainbows,https://www.zomato.com/dublin/rainbows-dundrum?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Dundrum Town Centre, Dundrum, Dublin Dublin 14","Dundrum Town Centre, Dundrum",Dublin,91,53.2868527778,-6.2416444444,Dublin 14,97,"Dundrum Town Centre, Dundrum, Dublin",Ice Cream,10,0,Not rated,2,0,0,[]
9101829,Scrumdiddly's,https://www.zomato.com/dublin/scrumdiddlys-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Arnotts Department Store, 12 Henry Street, North City, Dublin",North City,Dublin,91,53.3484370000,-6.2627830000,,97,"North City, Dublin","Ice Cream, Desserts",10,0,Not rated,1,0,0,[]
9101678,Bonkers,https://www.zomato.com/dublin/bonkers-dun-laoghaire?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Unit 4, Marine Road, Dun Laoghaire, Co. Dublin",Dun Laoghaire,Dublin,91,53.2932965192,-6.1345885321,,97,"Dun Laoghaire, Dublin","Ice Cream, Desserts",10,0,Not rated,0,0,0,[]
16520755,Bliss Ice Cream & Shakes,https://www.zomato.com/dublin/bliss-ice-cream-shakes-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Jervis Shopping Centre, 125 Abbey Street Upper, Dublin Dublin 1","Jervis Shopping Centre, City Centre North",Dublin,91,53.3481916667,-6.2661500000,Dublin 1,97,"Jervis Shopping Centre, City Centre North, Dublin",Ice Cream,15,0,Not rated,1,0,0,[]
9101463,Gino's,https://www.zomato.com/dublin/ginos-blanchardstown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Blanchardstown Shopping Centre, Blanchardstown, Dublin Dublin 15","Blanchardstown Shopping Centre, Blanchardstown",Dublin,91,53.3927277778,-6.3896527778,Dublin 15,97,"Blanchardstown Shopping Centre, Blanchardstown, Dublin",Ice Cream,10,0,Not rated,0,0,0,[]
9100231,Maple Moose,https://www.zomato.com/dublin/maple-moose-blanchardstown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Blanchardstown Shopping Centre, Blanchardstown, Dublin Dublin 15","Blanchardstown Shopping Centre, Blanchardstown",Dublin,91,53.3927611111,-6.3897416667,Dublin 15,97,"Blanchardstown Shopping Centre, Blanchardstown, Dublin","Crepes, Ice Cream",15,0,Not rated,0,0,0,[]
16522165,Rainbows,https://www.zomato.com/dublin/rainbows-clondalkin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Liffey Valley Shopping Centre, Fonthill Road, Clondalkin, Dublin Dublin 22","Liffey Valley Shopping Centre, Clondalkin",Dublin,91,53.3522138889,-6.3913527778,Dublin 22,97,"Liffey Valley Shopping Centre, Clondalkin, Dublin","Ice Cream, Desserts",10,0,Not rated,0,0,0,[]
16520785,Mingles,https://www.zomato.com/dublin/mingles-tallaght?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, The Square, Tallaght, Dublin Dublin 24","The Square Shopping Centre, Tallaght",Dublin,91,53.2864833333,-6.3714166667,Dublin 24,97,"The Square Shopping Centre, Tallaght, Dublin","Ice Cream, Desserts",15,0,Not rated,0,0,0,[]
16521290,Morelli's at The Cottage,https://www.zomato.com/dublin/morellis-at-the-cottage-balbriggan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9 Quay Street, Balbriggan, Co. Dublin",Balbriggan,Dublin,91,53.6099609782,-6.1818319559,,97,"Balbriggan, Dublin","Ice Cream, Crepes, Desserts",15,0,Not rated,0,0,0,[]
16519513,Waffely Good,https://www.zomato.com/dublin/waffely-good-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Jervis Shopping Centre, Jervis Street, Dublin Dublin 1","Jervis Shopping Centre, City Centre North",Dublin,91,53.3481111111,-6.2660722222,Dublin 1,97,"Jervis Shopping Centre, City Centre North, Dublin",Ice Cream,10,0,Not rated,0,0,0,[]
16522180,Gino's,https://www.zomato.com/dublin/ginos-clondalkin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Liffey Valley Shopping Centre, Fonthill Road, Clondalkin, Dublin Dublin 22","Liffey Valley Shopping Centre, Clondalkin",Dublin,91,53.3529538377,-6.3905721903,Dublin 22,97,"Liffey Valley Shopping Centre, Clondalkin, Dublin",Ice Cream,10,0,Not rated,0,0,0,[]
9101862,Jinny Joe's Dublin,https://www.zomato.com/dublin/jinny-joes-dublin-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bull Ring Market, 68-70 Meath Street, Dublin 8",South City East,Dublin,91,53.3411280000,-6.2784330000,8,97,"South City East, Dublin","Crepes, Ice Cream",10,0,Not rated,0,0,0,[]
16519503,Maple Moose,https://www.zomato.com/dublin/maple-moose-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ilac Shopping Centre, Henry Street, Dublin Dublin 1","Ilac Shopping Centre, City Centre North",Dublin,91,53.3500888889,-6.2639166667,Dublin 1,97,"Ilac Shopping Centre, City Centre North, Dublin","Crepes, Ice Cream",15,0,Not rated,0,0,0,[]
16520197,Old Sweet Cart,https://www.zomato.com/dublin/old-sweet-cart-swords?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Pavilions Shopping Centre, Swords, Co. Dublin","The Pavilions Shopping Centre, Swords ",Dublin,91,53.4551916667,-6.2200472222,,97,"The Pavilions Shopping Centre, Swords , Dublin","Ice Cream, Desserts",10,0,Not rated,0,0,0,[]
16519328,Fortes Ice Cream,https://www.zomato.com/dublin/fortes-ice-cream-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Stephen's Green Shopping Centre, St Stephen's Green, South City East, Dublin Dublin 2","Stephen's Green Shopping Centre, City Centre South",Dublin,91,53.3400277778,-6.2623277778,Dublin 2,97,"Stephen's Green Shopping Centre, City Centre South, Dublin",Ice Cream,10,0,Not rated,0,0,0,[]
9101545,Noel's Deli,https://www.zomato.com/dublin/noels-deli-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3 Meath Mart, Meath Street, Dublin",South City West,Dublin,91,53.3413770000,-6.2788760000,,97,"South City West, Dublin","Ice Cream, Deli",10,0,Not rated,0,0,0,[]
16522155,Capitol Lounge,https://www.zomato.com/dublin/capitol-lounge-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"18-19 Stephen's Street Lower, South City West, Dublin Dublin 2",South City West,Dublin,91,53.3414253144,-6.2653039768,Dublin 2,97,"South City West, Dublin",Drinks Only,25,3.9,Good,40,0,0,[]
16518400,Whelan's,https://www.zomato.com/dublin/whelans-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"25 Wexford Street, South City West, Dublin 2",South City West,Dublin,91,53.3365387618,-6.2655970082,2,97,"South City West, Dublin",Drinks Only,50,3.8,Good,28,0,0,[]
9100355,Anseo,https://www.zomato.com/dublin/anseo-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"18 Camden Street Lower, Dublin 2",South City West,Dublin,91,53.3353683884,-6.2651299685,2,97,"South City West, Dublin",Drinks Only,25,3.6,Good,28,0,0,[]
9101122,The Workmans Club,https://www.zomato.com/dublin/the-workmans-club-temple-bar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10 Wellington Quay, Temple Bar, Dublin Dublin 2",The Workmans Club,Dublin,91,53.3453347538,-6.2665934488,Dublin 2,97,"The Workmans Club, Dublin",Drinks Only,25,3.7,Good,31,0,0,[]
9100543,Mulligan's,https://www.zomato.com/dublin/mulligans-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8 Poolbeg Street, South City East, Dublin Dublin 2",South City East,Dublin,91,53.3468044790,-6.2555159256,Dublin 2,97,"South City East, Dublin",Drinks Only,25,3.7,Good,15,0,0,[]
9100153,Cassidy's,https://www.zomato.com/dublin/cassidys-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"42 Camden Street Lower, Dublin Dublin 2",South City West,Dublin,91,53.3339295018,-6.2652677670,Dublin 2,97,"South City West, Dublin",Drinks Only,20,3.6,Good,24,0,0,[]
16520800,Sin É,https://www.zomato.com/dublin/sin-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ormond Quay, Dublin Dublin 1",North City,Dublin,91,53.3459500000,-6.2695055556,Dublin 1,97,"North City, Dublin",Drinks Only,30,3.5,Good,26,0,0,[]
9101507,The Beer Market,https://www.zomato.com/dublin/the-beer-market-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13 High Street, Christchurch, South City West, Dublin Dublin 2",South City West,Dublin,91,53.3433070000,-6.2733280000,Dublin 2,97,"South City West, Dublin",Drinks Only,25,3.4,Average,7,0,0,[]
16519217,John Kehoe,https://www.zomato.com/dublin/john-kehoe-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9 South Anne Street, Off Dawson Street, Dublin 2",South City East,Dublin,91,53.3411416667,-6.2595416667,2,97,"South City East, Dublin",Drinks Only,25,3.5,Good,10,0,0,[]
16522164,Hogans,https://www.zomato.com/dublin/hogans-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"35 South George's Street, South City West, Dublin Dublin 2",South City West,Dublin,91,53.3422444444,-6.2645972222,Dublin 2,97,"South City West, Dublin",Drinks Only,25,3.4,Average,13,0,0,[]
9100279,Copper Face Jacks,https://www.zomato.com/dublin/copper-face-jacks-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Jackson Court Hotel, 29-30 Harcourt Street, Dublin Dublin 2","Jackson Court Hotel, City Centre South",Dublin,91,53.3353920000,-6.2636300000,Dublin 2,97,"Jackson Court Hotel, City Centre South, Dublin",Drinks Only,50,3.5,Good,11,0,0,[]
9101024,The Horseshoe Bar - The Shelbourne,https://www.zomato.com/dublin/the-horseshoe-bar-the-shelbourne-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Shelbourne, 27 St Stephen's Green, South City East, Dublin Dublin 2","The Shelbourne, City Centre South",Dublin,91,53.3388340000,-6.2563050000,Dublin 2,97,"The Shelbourne, City Centre South, Dublin",Drinks Only,30,3.4,Average,7,0,0,[]
9100945,The Long Hall,https://www.zomato.com/dublin/the-long-hall-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"51 South Great George's Street, Dublin 2",South City East,Dublin,91,53.3417780000,-6.2651880000,2,97,"South City East, Dublin",Drinks Only,25,3.4,Average,9,0,0,[]
16518602,Candlelight Bar,https://www.zomato.com/dublin/candlelight-bar-dundrum?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Dundrum Town Centre, Town Square, Dundrum, Dublin Dublin 16","Dundrum Town Centre, Dundrum",Dublin,91,53.2881138889,-6.2432083333,Dublin 16,97,"Dundrum Town Centre, Dundrum, Dublin",Drinks Only,20,3.2,Average,4,0,0,[]
16519221,The Dingle Whiskey Bar,https://www.zomato.com/dublin/the-dingle-whiskey-bar-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"44 Nassau Street, Near Grafton Street, South City East, Dublin Dublin 2",South City East,Dublin,91,53.3431805556,-6.2587694444,Dublin 2,97,"South City East, Dublin",Drinks Only,30,3.2,Average,5,0,0,[]
9100347,Dice Bar,https://www.zomato.com/dublin/dice-bar-smithfield?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"93-94 Benburb Street, Smithfield, Dublin Dublin 7",Smithfield,Dublin,91,53.3472250000,-6.2804055556,Dublin 7,97,"Smithfield, Dublin",Drinks Only,25,3.1,Average,5,0,0,[]
9101092,Brogan's Bar,https://www.zomato.com/dublin/brogans-bar-temple-bar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"75 Dame Street, Temple Bar, Dublin Dublin 2",Temple Bar,Dublin,91,53.3441277778,-6.2663777778,Dublin 2,97,"Temple Bar, Dublin",Drinks Only,25,3.1,Average,4,0,0,[]
9100524,Bowe's,https://www.zomato.com/dublin/bowes-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"31 Fleet Street, South City East, Dublin Dublin 2",South City East,Dublin,91,53.3458138889,-6.2577638889,Dublin 2,97,"South City East, Dublin",Drinks Only,30,3.2,Average,4,0,0,[]
16520814,McDaids,https://www.zomato.com/dublin/mcdaids-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3 Harry Street, Dublin Dublin 2",South City West,Dublin,91,53.3412490000,-6.2609280000,Dublin 2,97,"South City West, Dublin",Drinks Only,20,3.2,Average,5,0,0,[]
9100094,The George,https://www.zomato.com/dublin/the-george-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Great George's Street, Dublin Dublin 2",South City West,Dublin,91,53.3437277778,-6.2646138889,Dublin 2,97,"South City West, Dublin",Drinks Only,50,2.9,Average,6,0,0,[]
16519508,Finches,https://www.zomato.com/dublin/finches-clondalkin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Neilstown Road, Clondalkin, Dublin Dublin 22",Clondalkin,Dublin,91,53.3448638889,-6.3976500000,Dublin 22,97,"Clondalkin, Dublin","Finger Food, Carvery",40,0,Not rated,0,0,0,[]
16520759,Swords Manor Inn,https://www.zomato.com/dublin/swords-manor-inn-swords?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Manor Mall, Brackenstown Road, Swords, Co. Dublin, Swords, Dublin","The Manor Mall, Swords",Dublin,91,53.4605350000,-6.2452210000,,97,"The Manor Mall, Swords, Dublin","Finger Food, Pizza",30,0,Not rated,0,0,0,[]
16518995,Sheary's,https://www.zomato.com/dublin/shearys-crumlin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-5 Bangor Drive, Crumlin, Dublin Dublin 12",Crumlin,Dublin,91,53.3281242116,-6.3048276678,Dublin 12,97,"Crumlin, Dublin",Finger Food,25,0,Not rated,0,0,0,[]
9101722,Red Bank 1763,https://www.zomato.com/dublin/red-bank-1763-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"17 duke street, Dublin, South City West, Dublin 2",South City West,Dublin,91,53.3418220000,-6.2587890000,2,97,"South City West, Dublin",Finger Food,60,0,Not rated,0,0,0,[]
9101488,Krüst Bakery,https://www.zomato.com/dublin/krst-bakery-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5-6 South Great Georges Street, Dublin Dublin 2",South City West,Dublin,91,53.3436750000,-6.2643140000,Dublin 2,97,"South City West, Dublin",Bakery,10,3.7,Good,19,0,0,[]
18354215,Offbeat Donuts,https://www.zomato.com/dublin/offbeat-donuts-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pearse Street Station, Westland Row, South City East, Dublin 2",South City East,Dublin,91,53.3400000000,-6.2470000000,2,97,"South City East, Dublin",Bakery,0,3.7,Good,15,0,0,[]
16520762,Ann's Bakery,https://www.zomato.com/dublin/anns-bakery-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"41 Mary Street, Dublin Dublin 1",North City,Dublin,91,53.3488916667,-6.2652888889,Dublin 1,97,"North City, Dublin","Bakery, Desserts",30,3.4,Average,11,0,0,[]
16518610,Krüst Bakery,https://www.zomato.com/dublin/krst-bakery-1-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"32 Aungier Street, Dublin Dublin 2",South City West,Dublin,91,53.3390972222,-6.2659888889,Dublin 2,97,"South City West, Dublin",Bakery,10,3.2,Average,9,0,0,[]
9100170,The Bretzel Bakery,https://www.zomato.com/dublin/the-bretzel-bakery-portobello?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1a Lennox Street, Portobello, Dublin Dublin 2",Portobello,Dublin,91,53.3316166667,-6.2650055556,Dublin 2,97,"Portobello, Dublin","Desserts, Bakery",15,3.2,Average,4,0,0,[]
9101115,Camerino,https://www.zomato.com/dublin/camerino-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"158 Capel Street, Dublin, North City, Dublin Dublin 1",North City,Dublin,91,53.3468460000,-6.2683630000,Dublin 1,97,"North City, Dublin","Coffee and Tea, Bakery",15,3.3,Average,5,0,0,[]
9101273,Emers Kitchen,https://www.zomato.com/dublin/emers-kitchen-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"102 Lower Lesson Street, South City East, Dublin Dublin 2",South City East,Dublin,91,53.3359599855,-6.2568231672,Dublin 2,97,"South City East, Dublin","Coffee and Tea, Bakery",20,3.2,Average,8,0,0,[]
9101108,Mannings Bakery,https://www.zomato.com/dublin/mannings-bakery-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"39-40 Thomas Street, South City West, Dublin Dublin 8",South City West,Dublin,91,53.3429333333,-6.2797583333,Dublin 8,97,"South City West, Dublin","Bakery, Coffee and Tea",20,2.7,Average,4,0,0,[]
9100743,Hanley's Cornish Pasties,https://www.zomato.com/dublin/hanleys-cornish-pasties-temple-bar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2 Merchants Arch, Temple Bar, Dublin Dublin 2",Temple Bar,Dublin,91,53.3456806231,-6.2628249452,Dublin 2,97,"Temple Bar, Dublin",Bakery,15,2.7,Average,5,0,0,[]
9101546,Eathos,https://www.zomato.com/dublin/eathos-ballsbridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13a Baggot Street Upper, Ballsbridge, Dublin Dublin 4",Ballsbridge,Dublin,91,53.3335600000,-6.2448600000,Dublin 4,97,"Ballsbridge, Dublin","Cafe, Bakery, Deli",25,4.1,Very Good,37,0,0,[]
9100849,Queen of Tarts,https://www.zomato.com/dublin/queen-of-tarts-temple-bar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cows Lane, Temple Bar, Dublin Dublin 2",Temple Bar,Dublin,91,53.3440083333,-6.2677611111,Dublin 2,97,"Temple Bar, Dublin","Cafe, Bakery",30,4.2,Very Good,86,0,0,[]
9101026,The Orange Tree Bakery,https://www.zomato.com/dublin/the-orange-tree-bakery-rathmines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"108 Rathmines Road Lower, Rathmines, Dublin Dublin 6",Rathmines,Dublin,91,53.3263220000,-6.2649260000,Dublin 6,97,"Rathmines, Dublin","Desserts, Bakery",15,0,Not rated,2,0,0,[]
18264746,Donnybrook Fair,https://www.zomato.com/dublin/donnybrook-fair-malahide?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"New Street,   Dublin Co Dublin, Malahide, Dublin",Malahide,Dublin,91,53.4500000000,-6.1540000000,,97,"Malahide, Dublin","Sandwich, Desserts, Deli, Coffee and Tea, Bakery",0,0,Not rated,1,0,0,[]
9101801,Sweet,https://www.zomato.com/dublin/sweet-blackrock?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"45 Booterstown Avenue, Blackrock, Co. Dublin, Blackrock, Dublin",Blackrock,Dublin,91,53.3068080000,-6.1974000000,,97,"Blackrock, Dublin","Desserts, Bakery",15,0,Not rated,1,0,0,[]
9101080,Fothergills,https://www.zomato.com/dublin/fothergills-rathmines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"141 Rathmines Road Upper, Rathmines, Dublin Dublin 6",Rathmines,Dublin,91,53.3165010462,-6.2650940940,Dublin 6,97,"Rathmines, Dublin","Desserts, Bakery",20,0,Not rated,1,0,0,[]
16518177,Boston Bakery,https://www.zomato.com/dublin/boston-bakery-beaumont?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"76 Shantalla Road, Beaumont, Dublin Dublin 9",Beaumont,Dublin,91,53.3877390000,-6.2380100000,Dublin 9,97,"Beaumont, Dublin","Desserts, Bakery",15,0,Not rated,0,0,0,[]
18261954,The Cupcake Bloke,https://www.zomato.com/dublin/the-cupcake-bloke-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Coppinger Row Market,Beside Powerscourt Townhouse, South City West, Dublin 2",South City West,Dublin,91,53.3419955937,-6.2618483634,,97,"South City West, Dublin","Desserts, Bakery",0,0,Not rated,0,0,0,[]
9100660,Póg,https://www.zomato.com/dublin/pg-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"32 Bachelors Walk, Dublin Dublin 1",North City,Dublin,91,53.3475638889,-6.2594138889,Dublin 1,97,"North City, Dublin","Healthy Food, Desserts, Juices",20,3.7,Good,52,0,0,[]
16519214,Dolce Sicily,https://www.zomato.com/dublin/dolce-sicily-south-city-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"43 Dawson Street, Dublin Dublin 2",South City East,Dublin,91,53.3406194444,-6.2583888889,Dublin 2,97,"South City East, Dublin","Desserts, Cafe",15,4.0,Very Good,28,0,0,[]
9101793,Aungier Danger,https://www.zomato.com/dublin/aungier-danger-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"37 Aungier Street, South City West, Dublin 2",South City West,Dublin,91,53.3387370000,-6.2659050000,2,97,"South City West, Dublin","Fast Food, Bakery",20,4.0,Very Good,30,0,0,[]
9100767,Ray's Pizza,https://www.zomato.com/dublin/rays-pizza-temple-bar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2 Fownes Street, Temple Bar, Dublin Dublin 2",Temple Bar,Dublin,91,53.3443500000,-6.2635361111,Dublin 2,97,"Temple Bar, Dublin",Pizza,15,3.7,Good,20,0,0,[]
9101844,The Jar,https://www.zomato.com/dublin/the-jar-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"31 Wexford Street, South City West, Dublin 2",South City West,Dublin,91,53.3369110000,-6.2658170000,2,97,"South City West, Dublin","Finger Food, Pizza",25,3.8,Good,17,0,0,[]
9100424,The Grand Social,https://www.zomato.com/dublin/the-grand-social-north-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"35 Liffey Street Lower, North City, Dublin Dublin 1",North City,Dublin,91,53.3467084069,-6.2634378299,Dublin 1,97,"North City, Dublin","Finger Food, Pizza",30,3.6,Good,30,0,0,[]
9101235,The Revolution,https://www.zomato.com/dublin/the-revolution-rathgar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10 Terenure Road East, Rathgar, Dublin Dublin 6",Rathgar,Dublin,91,53.3118590000,-6.2749450000,Dublin 6,97,"Rathgar, Dublin","Pizza, American",50,3.6,Good,15,0,0,[]
16519504,Milano,https://www.zomato.com/dublin/milano-ifsc?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6 Excise Walk, IFSC, Dublin Dublin 1",IFSC,Dublin,91,53.3479277778,-6.2436333333,Dublin 1,97,"IFSC, Dublin","Pizza, Italian",45,3.5,Good,18,0,0,[]
9101660,Basil,https://www.zomato.com/dublin/basil-ringsend?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"(JCT. South Lotts Road) 95-97 Ringsend Road, Ringsend, Dublin 4",Ringsend,Dublin,91,53.3415596316,-6.2315520644,4,97,"Ringsend, Dublin","Italian, Pizza, Coffee and Tea",30,3.6,Good,14,0,0,[]
9101016,The Bath,https://www.zomato.com/dublin/the-bath-sandymount?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"26 Bath Avenue, Sandymount, Dublin Dublin 4",Sandymount,Dublin,91,53.3373405471,-6.2321659550,Dublin 4,97,"Sandymount, Dublin","Finger Food, Pizza",50,3.5,Good,15,0,0,[]
16520730,Little Caesar's,https://www.zomato.com/dublin/little-caesars-south-city-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-3 Balfe Street, South City West, Dublin Dublin 2",South City West,Dublin,91,53.3409472222,-6.2616166667,Dublin 2,97,"South City West, Dublin","Italian, Pizza",50,3.5,Good,9,0,0,[]
9100976,DiFontaine's Pizzeria,https://www.zomato.com/dublin/difontaines-pizzeria-temple-bar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22 Parliament Street, Temple Bar, Dublin Dublin 2",Temple Bar,Dublin,91,53.3451522105,-6.2677286938,Dublin 2,97,"Temple Bar, Dublin",Pizza,15,3.5,Good,15,0,0,[]
16518163,Milano,https://www.zomato.com/dublin/milano-dun-laoghaire?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Harbour Square, Crofton Road, Dun Laoghaire, Co. Dublin",Dun Laoghaire,Dublin,91,53.2948209416,-6.1351652071,,97,"Dun Laoghaire, Dublin","Pizza, Italian",45,3.1,Average,30,0,0,[]
9100985,Slattery's Pub,https://www.zomato.com/dublin/slatterys-pub-beggars-bush?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"62 Grand Canal Street Upper, Beggars Bush, Dublin Dublin 4",Beggars Bush,Dublin,91,53.3372170000,-6.2344810000,Dublin 4,97,"Beggars Bush, Dublin","Finger Food, Pizza",35,3.5,Good,24,0,0,[]
